number,sci_name,sex,predicted_attractiveness_sex_model,sd_sex_model
2510,Chamaeza ruficauda,unknown,5.1193,0.0563
2511,Chamaeza turdina,unknown,5.2262,0.0676
2512,Charadrius alexandrinus,unknown,6.0638,0.0685
2513,Charadrius alticola,male,5.5312,0.0626
2514,Charadrius alticola,unknown,5.6679,0.0453
2515,Charadrius asiaticus,male,5.8613,0.0353
2516,Charadrius asiaticus,unknown,6.2592,0.0558
2517,Charadrius bicinctus,male,5.2546,0.0407
2518,Charadrius bicinctus,unknown,5.8939,0.0586
2519,Charadrius collaris,unknown,6.6832,0.0684
2520,Charadrius dubius,unknown,6.267,0.0693
2521,Charadrius falklandicus,unknown,6.0285,0.0632
2522,Charadrius forbesi,unknown,5.8493,0.0538
2523,Charadrius hiaticula,male,5.462,0.05
2524,Charadrius hiaticula,unknown,6.4138,0.0624
2525,Charadrius javanicus,unknown,5.9302,0.0588
2526,Charadrius leschenaultii,unknown,6.247,0.067
2527,Charadrius marginatus,unknown,5.407,0.0559
2528,Charadrius melodus,unknown,6.6023,0.065
2529,Charadrius modestus,unknown,6.834,0.0819
2530,Charadrius mongolus,unknown,5.7746,0.0666
2531,Charadrius montanus,unknown,5.7244,0.0662
2532,Charadrius morinellus,unknown,6.3883,0.0665
2533,Charadrius nivosus,unknown,6.7942,0.0598
2534,Charadrius obscurus,female,6.1022,0.0589
2535,Charadrius obscurus,male,6.085,NA
2536,Charadrius obscurus,unknown,6.053,0.0451
2537,Charadrius pallidus,male,6.1793,0.098
2538,Charadrius pallidus,unknown,6.5447,0.0726
2539,Charadrius pecuarius,unknown,5.5902,0.0549
2540,Charadrius peronii,male,5.8641,0.0392
2541,Charadrius peronii,unknown,6.3601,0.0611
2542,Charadrius placidus,unknown,5.6044,0.0476
2543,Charadrius ruficapillus,female,6.0795,0.0679
2544,Charadrius ruficapillus,male,6.4777,0.0796
2545,Charadrius ruficapillus,unknown,6.4211,0.0632
2546,Charadrius sanctaehelenae,unknown,5.8394,0.0614
2547,Charadrius semipalmatus,unknown,6.0771,0.0581
2548,Charadrius thoracicus,male,6.0674,0.0751
2549,Charadrius thoracicus,unknown,6.0428,0.062
2550,Charadrius tricollaris,unknown,5.929,0.0626
2551,Charadrius veredus,unknown,6.2383,0.0663
2552,Charadrius vociferus,unknown,5.9791,0.0513
2553,Charadrius wilsonia,female,5.8403,0.0371
2554,Charadrius wilsonia,unknown,6.1309,0.0591
2555,Charitospiza eucosma,female,6.1156,0.0548
2556,Charitospiza eucosma,male,6.4314,0.0404
2557,Charitospiza eucosma,unknown,5.9925,0.0533
2558,Charmosyna josefinae,unknown,6.4551,0.0683
2559,Charmosyna margarethae,unknown,6.8131,0.0889
2560,Charmosyna meeki,unknown,6.8226,0.099
2561,Charmosyna palmarum,unknown,5.8401,0.052
2562,Charmosyna papou,male,6.9787,0.0891
2563,Charmosyna papou,unknown,7.1553,0.0628
2564,Charmosyna placentis,male,6.8723,0.1032
2565,Charmosyna placentis,unknown,6.9356,0.0698
2566,Charmosyna pulchella,unknown,6.5694,0.0602
2567,Charmosyna rubrigularis,unknown,6.6297,0.0788
2568,Charmosyna rubronotata,unknown,6.2614,0.0562
2569,Charmosyna toxopei,unknown,5.8755,0.0601
2570,Charmosyna wilhelminae,unknown,5.4444,0.0683
2571,Chasiempis ibidis,male,5.8265,0.0592
2572,Chasiempis ibidis,unknown,5.9677,0.0602
2573,Chasiempis sandwichensis,male,6.0639,0.067
2574,Chasiempis sandwichensis,unknown,5.5403,0.05
2575,Chasiempis sclateri,unknown,6.5058,0.0789
2576,Chauna chavaria,unknown,5.2364,0.0476
2577,Chauna torquata,unknown,5.1172,0.0599
2578,Chelictinia riocourii,unknown,6.6687,0.0804
2579,Chelidoptera tenebrosa,unknown,5.7802,0.0517
2580,Chelidorhynx hypoxanthus,female,7.1304,0.0856
2581,Chelidorhynx hypoxanthus,male,6.3907,0.0749
2582,Chelidorhynx hypoxanthus,unknown,6.8372,0.092
2583,Chenonetta jubata,female,5.4368,0.0482
2584,Chenonetta jubata,male,5.8069,0.0515
2585,Chenonetta jubata,unknown,5.8821,0.0442
2586,Chenorhamphus campbelli,unknown,5.7449,0.0636
2587,Cheramoeca leucosterna,unknown,5.9377,0.0571
2588,Chersomanes albofasciata,unknown,5.2541,0.0606
2589,Chersomanes beesleyi,male,5.5835,0.0259
2590,Chersomanes beesleyi,unknown,4.5589,0.0572
2591,Chersophilus duponti,male,4.9241,0.0567
2592,Chersophilus duponti,unknown,4.7175,0.0502
2593,Chionis albus,unknown,5.4673,0.0636
2594,Chionis minor,unknown,5.612,0.0659
2595,Chiroxiphia boliviana,female,5.8612,0.0552
2596,Chiroxiphia boliviana,male,6.343,NA
2597,Chiroxiphia boliviana,unknown,5.7018,0.0464
2598,Chiroxiphia caudata,female,6.536,0.0399
2599,Chiroxiphia caudata,male,7.0475,0.0389
2600,Chiroxiphia caudata,unknown,7.0214,0.1054
2601,Chiroxiphia lanceolata,male,7.1449,0.0806
2602,Chiroxiphia lanceolata,unknown,6.5613,0.0832
2603,Chiroxiphia linearis,male,7.1432,0.0641
2604,Chiroxiphia linearis,unknown,7.1929,0.0976
2605,Chiroxiphia pareola,unknown,7.111,0.0844
2606,Chlamydera cerviniventris,unknown,5.5551,0.0506
2607,Chlamydera guttata,male,6.094,0.0293
2608,Chlamydera guttata,unknown,5.8191,0.0718
2609,Chlamydera lauterbachi,unknown,5.2473,0.0577
2610,Chlamydera maculata,unknown,5.2067,0.0567
2611,Chlamydera nuchalis,unknown,5.5563,0.0614
2612,Chlamydochaera jefferyi,male,5.4604,0.0643
2613,Chlamydochaera jefferyi,unknown,5.7691,0.0695
2614,Chlamydotis macqueenii,male,5.0973,0.0534
2615,Chlamydotis macqueenii,unknown,5.0432,0.0743
2616,Chlamydotis undulata,male,5.7212,0.0563
2617,Chlamydotis undulata,unknown,5.8327,0.0517
2618,Chleuasicus atrosuperciliaris,unknown,5.7989,0.0679
2619,Chlidonias albostriatus,unknown,5.8684,0.0475
2620,Chlidonias hybrida,unknown,5.9922,0.0537
2621,Chlidonias leucopterus,unknown,5.826,0.0628
2622,Chlidonias niger,unknown,5.579,0.0577
2623,Chloephaga hybrida,unknown,6.2016,0.0635
2624,Chloephaga picta,female,5.9545,0.0564
2625,Chloephaga picta,male,4.8382,0.0573
2626,Chloephaga picta,unknown,6.3881,0.0708
2627,Chloephaga poliocephala,female,6.1261,0.0598
2628,Chloephaga poliocephala,male,5.1153,0.0408
2629,Chloephaga poliocephala,unknown,5.7173,0.055
2630,Chloephaga rubidiceps,unknown,5.4547,0.0604
2631,Chlorestes notata,female,7.4023,0.0934
2632,Chlorestes notata,male,7.6333,0.076
2633,Chlorestes notata,unknown,8.0034,0.1618
2634,Chloris ambigua,female,5.3785,0.0577
2635,Chloris ambigua,unknown,5.5656,0.0572
2636,Chloris chloris,female,5.4676,0.0638
2637,Chloris chloris,male,5.6754,0.0808
2638,Chloris chloris,unknown,6.3991,0.0822
2639,Chloris monguilloti,unknown,6.3381,0.0697
2640,Chloris sinica,unknown,5.6808,0.0576
2641,Chloris spinoides,male,6.6159,0.1053
2642,Chloris spinoides,unknown,5.7918,0.0593
2643,Chloroceryle aenea,male,7.3277,0.098
2644,Chloroceryle aenea,unknown,7.6218,0.1104
2645,Chloroceryle amazona,male,6.703,0.0584
2646,Chloroceryle amazona,unknown,7.047,0.0739
2647,Chloroceryle americana,female,7.468,0.0875
2648,Chloroceryle americana,unknown,6.7091,0.075
2649,Chloroceryle inda,male,7.0433,0.0748
2650,Chloroceryle inda,unknown,7.3485,0.1059
2651,Chlorocharis emiliae,unknown,5.5558,0.057
2652,Chlorochrysa calliparaea,male,6.5342,0.0335
2653,Chlorochrysa calliparaea,unknown,7.2577,0.0892
2654,Chlorochrysa nitidissima,male,7.052,0.0535
2655,Chlorochrysa nitidissima,unknown,7.8078,0.1042
2656,Chlorochrysa phoenicotis,male,6.8448,0.0763
2657,Chlorochrysa phoenicotis,unknown,7.0108,0.0685
2658,Chlorocichla falkensteini,unknown,5.4534,0.0585
2659,Chlorocichla flaviventris,unknown,5.6009,0.051
2660,Chlorocichla laetissima,male,5.1204,0.0183
2661,Chlorocichla laetissima,unknown,5.8255,0.0732
2662,Chlorocichla simplex,unknown,5.0075,0.0538
2663,Chlorodrepanis flava,female,5.9455,0.018
2664,Chlorodrepanis flava,male,6.1404,0.0563
2665,Chlorodrepanis flava,unknown,6.5085,0.0754
2666,Chlorodrepanis stejnegeri,unknown,6.0344,0.0638
2667,Chlorodrepanis virens,male,6.2491,0.0724
2668,Chlorodrepanis virens,unknown,6.691,0.0824
2669,Chlorophanes spiza,female,6.2384,0.0619
2670,Chlorophanes spiza,male,7.0354,0.0571
2671,Chlorophanes spiza,unknown,6.8872,0.1006
2672,Chlorophonia callophrys,female,6.6964,0.0749
2673,Chlorophonia callophrys,male,6.8237,0.0506
2674,Chlorophonia callophrys,unknown,7.3775,0.0914
2675,Chlorophonia cyanea,male,7.6276,0.0857
2676,Chlorophonia cyanea,unknown,7.4143,0.112
2677,Chlorophonia flavirostris,female,6.043,NA
2678,Chlorophonia flavirostris,male,6.7013,0.0559
2679,Chlorophonia flavirostris,unknown,6.5163,0.0674
2680,Chlorophonia occipitalis,female,7.0876,0.0577
2681,Chlorophonia occipitalis,male,6.957,NA
2682,Chlorophonia occipitalis,unknown,6.7504,0.0691
2683,Chlorophonia pyrrhophrys,female,6.4294,0.087
2684,Chlorophonia pyrrhophrys,male,6.6054,0.0738
2685,Chlorophonia pyrrhophrys,unknown,7.0452,0.0874
2686,Chloropicus abyssinicus,male,6.5126,0.0442
2687,Chloropicus abyssinicus,unknown,6.3065,0.0561
2688,Chloropicus elachus,male,6.1038,0.0551
2689,Chloropicus elachus,unknown,6.0102,0.0526
2690,Chloropicus elliotii,female,5.74,0.1273
2691,Chloropicus elliotii,male,5.876,0.072
2692,Chloropicus elliotii,unknown,5.4898,0.0456
2693,Chloropicus fuscescens,male,6.5842,0.0605
2694,Chloropicus fuscescens,unknown,6.3035,0.0519
2695,Chloropicus gabonensis,female,5.5408,0.0595
2696,Chloropicus gabonensis,male,5.9209,0.0546
2697,Chloropicus gabonensis,unknown,6.0193,0.078
2698,Chloropicus goertae,unknown,6.2721,0.069
2699,Chloropicus griseocephalus,unknown,6.2138,0.0579
2700,Chloropicus lugubris,female,5.2138,0.0595
2701,Chloropicus lugubris,unknown,5.0956,0.0537
2702,Chloropicus namaquus,female,6.3131,0.0701
2703,Chloropicus namaquus,unknown,6.0941,0.0468
2704,Chloropicus obsoletus,female,6.1617,0.0677
2705,Chloropicus obsoletus,male,5.9592,0.0384
2706,Chloropicus obsoletus,unknown,6.459,0.0622
2707,Chloropicus poecilolaemus,female,5.5698,0.0464
2708,Chloropicus poecilolaemus,male,6.0016,0.0533
2709,Chloropicus poecilolaemus,unknown,6.0252,0.0753
2710,Chloropicus pyrrhogaster,male,5.9698,0.0698
2711,Chloropicus pyrrhogaster,unknown,5.9514,0.0457
2712,Chloropicus spodocephalus,male,7.1715,0.0236
2713,Chloropicus spodocephalus,unknown,6.4303,0.0677
2714,Chloropicus stierlingi,female,5.535,0.0459
2715,Chloropicus stierlingi,male,5.6034,0.0468
2716,Chloropicus stierlingi,unknown,5.9077,0.0657
2717,Chloropicus xantholophus,unknown,5.4929,0.0653
2718,Chloropipo flavicapilla,male,7.0134,0.0755
2719,Chloropipo flavicapilla,unknown,6.4543,0.0808
2720,Chloropipo unicolor,unknown,4.955,0.0636
2721,Chloropsis aurifrons,male,6.8407,0.0445
2722,Chloropsis aurifrons,unknown,6.6581,0.0875
2723,Chloropsis cochinchinensis,unknown,7.085,0.0693
2724,Chloropsis cyanopogon,female,6.7623,0.0622
2725,Chloropsis cyanopogon,male,6.8366,0.0675
2726,Chloropsis cyanopogon,unknown,7.3876,0.0887
2727,Chloropsis flavipennis,unknown,5.633,0.0577
2728,Chloropsis hardwickii,female,6.2836,0.0632
2729,Chloropsis hardwickii,male,7.515,0.1047
2730,Chloropsis hardwickii,unknown,7.3202,0.081
2731,Chloropsis jerdoni,female,6.7155,0.0416
2732,Chloropsis jerdoni,unknown,7.1492,0.0894
2733,Chloropsis kinabaluensis,female,6.9675,0.0517
2734,Chloropsis kinabaluensis,male,6.7978,0.054
2735,Chloropsis kinabaluensis,unknown,6.6627,0.078
2736,Chloropsis media,unknown,7.0017,0.1039
2737,Chloropsis palawanensis,unknown,6.2665,0.0642
2738,Chloropsis sonnerati,unknown,6.7339,0.0925
2739,Chloropsis venusta,male,6.7449,0.0728
2740,Chloropsis venusta,unknown,6.9148,0.0844
2741,Chlorornis riefferii,unknown,6.6965,0.0615
2742,Chlorospingus canigularis,unknown,5.7817,0.0545
2743,Chlorospingus flavigularis,unknown,5.7086,0.0497
2744,Chlorospingus flavopectus,unknown,5.9974,0.0563
2745,Chlorospingus flavovirens,unknown,5.2421,0.0582
2746,Chlorospingus inornatus,unknown,5.9931,0.0635
2747,Chlorospingus parvirostris,unknown,5.5567,0.0618
2748,Chlorospingus pileatus,unknown,5.9759,0.051
2749,Chlorospingus semifuscus,unknown,5.7611,0.047
2750,Chlorospingus tacarcunae,unknown,5.3277,0.0543
2751,Chlorostilbon alice,female,7.0749,0.2052
2752,Chlorostilbon alice,male,6.8073,0.0733
2753,Chlorostilbon alice,unknown,7.9628,0.1732
2754,Chlorostilbon assimilis,female,7.155,0.0861
2755,Chlorostilbon assimilis,male,6.9357,0.0738
2756,Chlorostilbon assimilis,unknown,7.7164,0.1269
2757,Chlorostilbon auriceps,female,6.6134,0.0553
2758,Chlorostilbon auriceps,unknown,6.8463,0.1342
2759,Chlorostilbon canivetii,unknown,6.9069,0.1001
2760,Chlorostilbon forficatus,unknown,7.1829,0.1037
2761,Chlorostilbon gibsoni,female,7.289,0.0856
2762,Chlorostilbon gibsoni,male,6.9239,0.0649
2763,Chlorostilbon gibsoni,unknown,7.9003,0.1117
2764,Chlorostilbon lucidus,female,6.7981,0.0308
2765,Chlorostilbon lucidus,male,7.639,0.0863
2766,Chlorostilbon lucidus,unknown,7.1281,0.111
2767,Chlorostilbon maugaeus,female,6.5056,0.0732
2768,Chlorostilbon maugaeus,male,7.3652,0.0521
2769,Chlorostilbon maugaeus,unknown,7.5331,0.1208
2770,Chlorostilbon melanorhynchus,male,7.4895,0.0721
2771,Chlorostilbon melanorhynchus,unknown,7.2677,0.073
2772,Chlorostilbon mellisugus,female,7.035,0.0631
2773,Chlorostilbon mellisugus,male,7.9094,0.1171
2774,Chlorostilbon mellisugus,unknown,7.3692,0.1442
2775,Chlorostilbon poortmani,female,7.1768,0.0762
2776,Chlorostilbon poortmani,male,6.9052,0.0802
2777,Chlorostilbon poortmani,unknown,7.2467,0.1146
2778,Chlorostilbon ricordii,male,7.2946,0.073
2779,Chlorostilbon ricordii,unknown,7.6841,0.1039
2780,Chlorostilbon russatus,unknown,6.3285,0.0603
2781,Chlorostilbon stenurus,male,7.2832,0.0721
2782,Chlorostilbon stenurus,unknown,7.3978,0.1003
2783,Chlorostilbon swainsonii,female,7.505,0.0411
2784,Chlorostilbon swainsonii,unknown,6.4656,0.0677
2785,Chlorothraupis carmioli,unknown,5.4181,0.0514
2786,Chlorothraupis olivacea,unknown,6.3685,0.0799
2787,Chlorothraupis stolzmanni,unknown,5.1533,0.0584
2788,Cholornis paradoxus,unknown,5.7091,0.0543
2789,Cholornis unicolor,unknown,5.5576,0.0466
2790,Chondestes grammacus,unknown,5.9953,0.0594
2791,Chondrohierax uncinatus,female,6.4445,0.0565
2792,Chondrohierax uncinatus,male,6.0281,0.0595
2793,Chondrohierax uncinatus,unknown,6.1173,0.0694
2794,Chordeiles acutipennis,male,5.6283,0.0586
2795,Chordeiles acutipennis,unknown,5.6017,0.0546
2796,Chordeiles gundlachii,female,6.2044,0.0357
2797,Chordeiles gundlachii,male,5.522,NA
2798,Chordeiles gundlachii,unknown,5.8869,0.0649
2799,Chordeiles minor,male,6.6452,0.0337
2800,Chordeiles minor,unknown,6.5266,0.0754
2801,Chordeiles nacunda,male,6.2158,0.0392
2802,Chordeiles nacunda,unknown,5.4299,0.0616
2803,Chordeiles pusillus,unknown,5.6187,0.0543
2804,Chordeiles rupestris,unknown,5.0722,0.0376
2805,Chroicocephalus brunnicephalus,unknown,5.7499,0.0615
2806,Chroicocephalus bulleri,unknown,5.3864,0.0578
2807,Chroicocephalus cirrocephalus,unknown,5.5747,0.0594
2808,Chroicocephalus genei,unknown,5.1581,0.0558
2809,Chroicocephalus hartlaubii,unknown,5.3936,0.0502
2810,Chroicocephalus maculipennis,unknown,5.4898,0.0614
2811,Chroicocephalus novaehollandiae,unknown,5.0462,0.052
2812,Chroicocephalus philadelphia,unknown,6.2443,0.0585
2813,Chroicocephalus ridibundus,unknown,5.5759,0.0539
2814,Chroicocephalus serranus,female,5.6404,0.043
2815,Chroicocephalus serranus,unknown,5.9912,0.0588
2816,Chrysococcyx basalis,male,4.9974,0.0485
2817,Chrysococcyx basalis,unknown,5.6843,0.0603
2818,Chrysococcyx caprius,male,6.1021,0.0498
2819,Chrysococcyx caprius,unknown,6.8318,0.0915
2820,Chrysococcyx cupreus,male,6.8253,0.0411
2821,Chrysococcyx cupreus,unknown,6.5007,0.073
2822,Chrysococcyx flavigularis,male,6.2171,0.0717
2823,Chrysococcyx flavigularis,unknown,6.0859,0.0555
2824,Chrysococcyx klaas,female,5.9056,0.0492
2825,Chrysococcyx klaas,unknown,6.9102,0.1073
2826,Chrysococcyx lucidus,male,5.4824,0.0553
2827,Chrysococcyx lucidus,unknown,6.3704,0.06
2828,Chrysococcyx maculatus,unknown,6.1109,0.0615
2829,Chrysococcyx megarhynchus,unknown,5.0089,0.0575
2830,Chrysococcyx meyerii,female,6.114,0.1336
2831,Chrysococcyx meyerii,male,5.4282,0.0643
2832,Chrysococcyx meyerii,unknown,6.4165,0.0659
2833,Chrysococcyx minutillus,male,6.2651,0.0527
2834,Chrysococcyx minutillus,unknown,5.6316,0.0634
2835,Chrysococcyx osculans,unknown,5.2399,0.0495
2836,Chrysococcyx ruficollis,male,6.5283,0.0578
2837,Chrysococcyx ruficollis,unknown,6.1658,0.0521
2838,Chrysococcyx xanthorhynchus,female,5.797,0.104
2839,Chrysococcyx xanthorhynchus,male,6.0929,0.058
2840,Chrysococcyx xanthorhynchus,unknown,5.8991,0.0684
2841,Chrysocolaptes erythrocephalus,male,6.0445,0.0488
2842,Chrysocolaptes erythrocephalus,unknown,6.1426,0.0713
2843,Chrysocolaptes festivus,female,6.2277,0.0491
2844,Chrysocolaptes festivus,male,5.9826,0.0551
2845,Chrysocolaptes festivus,unknown,6.7194,0.0578
2846,Chrysocolaptes guttacristatus,female,6.1823,0.108
2847,Chrysocolaptes guttacristatus,unknown,7.0187,0.0822
2848,Chrysocolaptes haematribon,male,5.4289,0.0419
2849,Chrysocolaptes haematribon,unknown,6.4173,0.0775
2850,Chrysocolaptes lucidus,female,6.0171,0.0509
2851,Chrysocolaptes lucidus,male,5.948,0.0599
2852,Chrysocolaptes lucidus,unknown,6.2854,0.0768
2853,Chrysocolaptes stricklandi,male,5.8704,0.0481
2854,Chrysocolaptes stricklandi,unknown,6.5222,0.0847
2855,Chrysocolaptes strictus,male,5.2198,0.0461
2856,Chrysocolaptes strictus,unknown,5.3376,0.0562
2857,Chrysocolaptes xanthocephalus,male,6.3725,0.0742
2858,Chrysocolaptes xanthocephalus,unknown,6.6315,0.0948
2859,Chrysocorythus estherae,female,4.9311,0.081
2860,Chrysocorythus estherae,male,5.2625,0.0376
2861,Chrysocorythus estherae,unknown,4.9127,0.0571
2862,Chrysolampis mosquitus,male,7.6816,0.0493
2863,Chrysolampis mosquitus,unknown,7.3725,0.0994
2864,Chrysolophus amherstiae,male,6.6437,0.0727
2865,Chrysolophus amherstiae,unknown,6.6534,0.1031
2866,Chrysolophus pictus,male,6.6643,0.0931
2867,Chrysolophus pictus,unknown,6.4077,0.0567
2868,Chrysomma altirostre,unknown,5.6029,0.0459
2869,Chrysomma poecilotis,unknown,5.6835,0.0541
2870,Chrysomma sinense,unknown,6.1568,0.06
2871,Chrysomus icterocephalus,male,6.6606,0.1201
2872,Chrysomus icterocephalus,unknown,6.8863,0.0824
2873,Chrysomus ruficapillus,male,5.6817,0.0467
2874,Chrysomus ruficapillus,unknown,5.4376,0.0524
2875,Chrysophlegma flavinucha,female,6.4443,0.0615
2876,Chrysophlegma flavinucha,male,6.8698,0.0972
2877,Chrysophlegma flavinucha,unknown,6.483,0.0757
2878,Chrysophlegma mentale,male,6.4478,0.0421
2879,Chrysophlegma mentale,unknown,6.5163,0.0456
2880,Chrysophlegma miniaceum,male,5.9345,0.0227
2881,Chrysophlegma miniaceum,unknown,6.882,0.0861
2882,Chrysothlypis chrysomelas,unknown,6.9908,0.0878
2883,Chrysothlypis salmoni,male,6.2486,0.0768
2884,Chrysothlypis salmoni,unknown,7.0682,0.0857
2885,Chrysuronia oenone,female,7.0191,0.0954
2886,Chrysuronia oenone,unknown,7.1356,0.0967
2887,Chunga burmeisteri,unknown,5.4642,0.0532
2888,Ciccaba albitarsis,unknown,6.7546,0.0948
2889,Ciccaba huhula,female,7.463,0.0742
2890,Ciccaba huhula,unknown,7.3312,0.1057
2891,Ciccaba nigrolineata,male,7.003,0.0347
2892,Ciccaba nigrolineata,unknown,6.5294,0.0695
2893,Ciccaba virgata,unknown,6.6759,0.0624
2894,Cichladusa arquata,unknown,5.5902,0.0587
2895,Cichladusa guttata,unknown,5.788,0.0564
2896,Cichladusa ruficauda,male,6.383,0.0586
2897,Cichladusa ruficauda,unknown,5.876,0.0508
2898,Cichlocolaptes leucophrus,unknown,5.2088,0.0663
2899,Cichlopsis leucogenys,male,5.1352,0.0508
2900,Cichlopsis leucogenys,unknown,5.0278,0.0333
2901,Cicinnurus magnificus,male,6.4741,0.0622
2902,Cicinnurus magnificus,unknown,7.2389,0.1172
2903,Cicinnurus regius,unknown,6.8175,0.1004
2904,Cicinnurus respublica,male,6.6641,0.0797
2905,Cicinnurus respublica,unknown,7.3813,0.0923
2906,Ciconia abdimii,unknown,5.1328,0.0542
2907,Ciconia boyciana,female,5.469,0.036
2908,Ciconia boyciana,unknown,6.2135,0.0621
2909,Ciconia ciconia,unknown,6.5641,0.0589
2910,Ciconia episcopus,unknown,5.4222,0.0677
2911,Ciconia maguari,unknown,6.1399,0.0662
2912,Ciconia nigra,unknown,6.3442,0.0515
2913,Ciconia stormi,unknown,5.641,0.0613
2914,Cinclidium frontale,unknown,6.4456,0.078
2915,Cinclocerthia gutturalis,unknown,5.1362,0.0501
2916,Cinclocerthia ruficauda,unknown,5.1468,0.0538
2917,Cinclodes albidiventris,unknown,4.894,0.0612
2918,Cinclodes albiventris,unknown,5.626,0.0587
2919,Cinclodes antarcticus,unknown,4.9185,0.0695
2920,Cinclodes aricomae,unknown,5.0245,0.0478
2921,Cinclodes atacamensis,unknown,4.8631,0.055
2922,Cinclodes comechingonus,unknown,4.8706,0.0569
2923,Cinclodes excelsior,unknown,5.2328,0.0496
2924,Cinclodes fuscus,unknown,5.2284,0.0557
2925,Cinclodes nigrofumosus,unknown,5.1903,0.0498
2926,Cinclodes olrogi,unknown,5.4753,0.0532
2927,Cinclodes oustaleti,female,5.0012,0.0344
2928,Cinclodes oustaleti,unknown,5.5249,0.0542
2929,Cinclodes pabsti,unknown,5.3624,0.054
2930,Cinclodes palliatus,unknown,5.3743,0.0468
